"Input161 to Hidden0 Weight","1.053345"
"Input162 to Hidden0 Weight","-0.877527"
"Input163 to Hidden0 Weight","-0.933206"
"Input164 to Hidden0 Weight","-0.359688"
"Input165 to Hidden0 Weight","-0.185313"
"Input166 to Hidden0 Weight","0.053284"
"Input167 to Hidden0 Weight","-0.165108"
"Input168 to Hidden0 Weight","0.300856"
"Input169 to Hidden0 Weight","-0.657479"
"Input170 to Hidden0 Weight","-0.409548"
"Input171 to Hidden0 Weight","1.440654"
"Input172 to Hidden0 Weight","-0.207888"
"Input173 to Hidden0 Weight","-1.454797"
"Input174 to Hidden0 Weight","1.347502"
"Input175 to Hidden0 Weight","-0.737064"
"Input176 to Hidden0 Weight","0.887910"
"Input177 to Hidden0 Weight","1.101069"
"Input178 to Hidden0 Weight","-2.275632"
"Input179 to Hidden0 Weight","-0.711219"
"Input180 to Hidden0 Weight","-0.242544"
"Input181 to Hidden0 Weight","-0.846602"
"Input182 to Hidden0 Weight","-0.669833"
"Input183 to Hidden0 Weight","-0.408424"
"Input184 to Hidden0 Weight","-1.467288"
"Input185 to Hidden0 Weight","-1.570691"
"Input186 to Hidden0 Weight","-0.081658"
"Input187 to Hidden0 Weight","-1.129693"
"Input188 to Hidden0 Weight","-2.572831"
"Input189 to Hidden0 Weight","-0.408501"
"Input190 to Hidden0 Weight","-1.385831"
"Input191 to Hidden0 Weight","-0.410317"
"Input192 to Hidden0 Weight","-0.352110"
"Input193 to Hidden0 Weight","-0.886699"
"Input194 to Hidden0 Weight","0.296814"
"Input195 to Hidden0 Weight","-0.422968"
"Input196 to Hidden0 Weight","-0.368068"
"Input197 to Hidden0 Weight","-0.074578"
"Input198 to Hidden0 Weight","-0.307084"
"Input199 to Hidden0 Weight","1.461859"
"Input200 to Hidden0 Weight","-0.816817"
"Input201 to Hidden0 Weight","-0.666270"
"Input202 to Hidden0 Weight","0.127542"
"Input203 to Hidden0 Weight","-0.771699"
"Input204 to Hidden0 Weight","-1.056946"
"Input205 to Hidden0 Weight","0.646803"
"Input206 to Hidden0 Weight","-1.150465"
"Input207 to Hidden0 Weight","-1.510618"
"Input208 to Hidden0 Weight","-0.366180"
"Input209 to Hidden0 Weight","-0.476107"
"Input210 to Hidden0 Weight","-0.494745"
"Input211 to Hidden0 Weight","-0.383440"
"Input212 to Hidden0 Weight","0.210971"
"Input213 to Hidden0 Weight","-0.028561"
"Input214 to Hidden0 Weight","-0.942383"
"Input215 to Hidden0 Weight","-0.880349"
"Input216 to Hidden0 Weight","0.841071"
"Input217 to Hidden0 Weight","-1.988239"
"Input218 to Hidden0 Weight","0.009934"
"Input219 to Hidden0 Weight","-2.677604"
"Input220 to Hidden0 Weight","-2.023941"
"Input221 to Hidden0 Weight","-1.123713"
"Input222 to Hidden0 Weight","1.413207"
"Input223 to Hidden0 Weight","-2.065093"
"Input224 to Hidden0 Weight","-0.430641"
"Input225 to Hidden0 Weight","1.248058"
"Input226 to Hidden0 Weight","-0.494889"
"Input227 to Hidden0 Weight","-0.055634"
"Input228 to Hidden0 Weight","-1.757344"
"Input229 to Hidden0 Weight","2.452467"
"Input230 to Hidden0 Weight","-1.184812"
"Input231 to Hidden0 Weight","0.606085"
"Input232 to Hidden0 Weight","-1.066517"
"Input233 to Hidden0 Weight","-1.836356"
"Input234 to Hidden0 Weight","0.960066"
"Input235 to Hidden0 Weight","-1.008533"
"Input236 to Hidden0 Weight","0.276527"
"Input237 to Hidden0 Weight","-0.770028"
"Input238 to Hidden0 Weight","0.687132"
"Input239 to Hidden0 Weight","-1.366670"
"Input240 to Hidden0 Weight","0.465147"
"Input241 to Hidden0 Weight","0.245582"
"Input242 to Hidden0 Weight","-1.173231"
"Input243 to Hidden0 Weight","-0.344204"
"Input244 to Hidden0 Weight","-0.833646"
"Input245 to Hidden0 Weight","-1.851737"
"Input246 to Hidden0 Weight","-1.093954"
"Input247 to Hidden0 Weight","-1.379239"
"Input248 to Hidden0 Weight","-1.523719"
"Input249 to Hidden0 Weight","-0.242031"
"Input250 to Hidden0 Weight","1.099136"
"Input251 to Hidden0 Weight","3.681531"
"Input252 to Hidden0 Weight","-0.960872"
"Input253 to Hidden0 Weight","1.482699"
"Input254 to Hidden0 Weight","2.245568"
"Input255 to Hidden0 Weight","-0.107896"
"Input256 to Hidden0 Weight","0.827768"
"Input257 to Hidden0 Weight","-0.707362"
"Input258 to Hidden0 Weight","-2.093385"
"Input259 to Hidden0 Weight","0.098340"
"Input260 to Hidden0 Weight","-0.779874"
"Input261 to Hidden0 Weight","-0.120960"
"Input262 to Hidden0 Weight","0.346605"
"Input263 to Hidden0 Weight","-0.321135"
"Input264 to Hidden0 Weight","-0.927277"
"Input265 to Hidden0 Weight","-0.725838"
"Input266 to Hidden0 Weight","-1.558239"
"Input267 to Hidden0 Weight","-0.801788"
"Input268 to Hidden0 Weight","-0.378286"
"Input269 to Hidden0 Weight","0.078185"
"Input270 to Hidden0 Weight","-1.106476"
"Input271 to Hidden0 Weight","0.526221"
"Input272 to Hidden0 Weight","-0.692447"
"Input273 to Hidden0 Weight","-1.782974"
"Input274 to Hidden0 Weight","0.843850"
"Input275 to Hidden0 Weight","-3.105456"
"Input276 to Hidden0 Weight","-3.041580"
"Input277 to Hidden0 Weight","0.901311"
"Input278 to Hidden0 Weight","-0.170305"
"Input279 to Hidden0 Weight","-0.184600"
"Input280 to Hidden0 Weight","-0.567168"
"Input281 to Hidden0 Weight","-0.333965"
"Input282 to Hidden0 Weight","-0.805872"
"Input283 to Hidden0 Weight","-0.354389"
"Input284 to Hidden0 Weight","-1.931311"
"Input285 to Hidden0 Weight","1.297064"
"Input286 to Hidden0 Weight","1.649191"
"Input287 to Hidden0 Weight","-0.399199"
"Input288 to Hidden0 Weight","0.626369"
"Input289 to Hidden0 Weight","1.384197"
"Input290 to Hidden0 Weight","0.203852"
"Input291 to Hidden0 Weight","0.615922"
"Input292 to Hidden0 Weight","0.613375"
"Input293 to Hidden0 Weight","-0.085933"
"Input294 to Hidden0 Weight","0.914108"
"Input295 to Hidden0 Weight","-0.432438"
"Input296 to Hidden0 Weight","0.140426"
"Input297 to Hidden0 Weight","0.133861"
"Input298 to Hidden0 Weight","0.018572"
"Input299 to Hidden0 Weight","-0.412584"
"Input300 to Hidden0 Weight","0.917021"
"Input301 to Hidden0 Weight","-0.560952"
"Input302 to Hidden0 Weight","-1.009080"
"Input303 to Hidden0 Weight","-0.847655"
"Input304 to Hidden0 Weight","-1.850878"
"Input305 to Hidden0 Weight","-0.970902"
"Input306 to Hidden0 Weight","1.197642"
"Input307 to Hidden0 Weight","-1.351183"
"Input308 to Hidden0 Weight","0.733498"
"Input309 to Hidden0 Weight","0.011104"
"Input310 to Hidden0 Weight","-0.753599"
"Input311 to Hidden0 Weight","-0.366200"
"Input312 to Hidden0 Weight","0.036561"
"Input313 to Hidden0 Weight","1.801321"
"Input314 to Hidden0 Weight","-0.582722"
"Input315 to Hidden0 Weight","0.664403"
"Input316 to Hidden0 Weight","1.357241"
"Input317 to Hidden0 Weight","1.549786"
"Input318 to Hidden0 Weight","-0.291897"
"Input319 to Hidden0 Weight","0.989255"
"Input320 to Hidden0 Weight","-3.032223"
"Input321 to Hidden0 Weight","-0.071883"
"Input322 to Hidden0 Weight","-1.892734"
"Input323 to Hidden0 Weight","-0.275570"
"Input324 to Hidden0 Weight","-0.101354"
"Input325 to Hidden0 Weight","-0.749079"
"Input326 to Hidden0 Weight","-0.730026"
"Input327 to Hidden0 Weight","0.479718"
"Input328 to Hidden0 Weight","-0.173263"
"Input329 to Hidden0 Weight","0.507507"
"Input330 to Hidden0 Weight","0.923806"
"Input331 to Hidden0 Weight","-1.881346"
"Input332 to Hidden0 Weight","-1.754232"
"Input333 to Hidden0 Weight","0.549166"
"Input334 to Hidden0 Weight","-0.259695"
"Input335 to Hidden0 Weight","0.672163"
"Input336 to Hidden0 Weight","0.404887"
"Input337 to Hidden0 Weight","0.090744"
"Input338 to Hidden0 Weight","0.888130"
"Input339 to Hidden0 Weight","-1.577301"
"Input340 to Hidden0 Weight","0.804654"
"Input341 to Hidden0 Weight","2.156451"
"Input342 to Hidden0 Weight","0.865174"
"Input343 to Hidden0 Weight","1.849109"
"Input344 to Hidden0 Weight","-0.488407"
"Input345 to Hidden0 Weight","1.332649"
"Input346 to Hidden0 Weight","0.277257"
"Input347 to Hidden0 Weight","0.329353"
"Input348 to Hidden0 Weight","1.566993"
"Input349 to Hidden0 Weight","-0.568387"
"Input350 to Hidden0 Weight","-2.363171"
"Input351 to Hidden0 Weight","0.264260"
"Input352 to Hidden0 Weight","1.194043"
"Input353 to Hidden0 Weight","2.608250"
"Input354 to Hidden0 Weight","1.393925"
"Input355 to Hidden0 Weight","-0.759319"
"Input356 to Hidden0 Weight","1.589136"
"Input357 to Hidden0 Weight","-0.170141"
"Input358 to Hidden0 Weight","0.890209"
"Input359 to Hidden0 Weight","0.033085"
"Input360 to Hidden0 Weight","-1.623216"
"Input361 to Hidden0 Weight","-1.604199"
"Input362 to Hidden0 Weight","2.244359"
"Input363 to Hidden0 Weight","0.276569"
"Input364 to Hidden0 Weight","0.820784"
"Input365 to Hidden0 Weight","0.965933"
"Input366 to Hidden0 Weight","-0.926651"
"Input367 to Hidden0 Weight","-0.747019"
"Input368 to Hidden0 Weight","-0.217704"
"Input369 to Hidden0 Weight","-0.147981"
"Input370 to Hidden0 Weight","-0.678746"
"Input371 to Hidden0 Weight","0.203129"
"Input372 to Hidden0 Weight","1.641659"
"Input373 to Hidden0 Weight","-0.758599"
"Input374 to Hidden0 Weight","1.689169"
"Input375 to Hidden0 Weight","0.491428"
"Input376 to Hidden0 Weight","-2.046504"
"Input377 to Hidden0 Weight","-0.340605"
"Input378 to Hidden0 Weight","-2.130662"
"Input379 to Hidden0 Weight","-0.363329"
"Input380 to Hidden0 Weight","1.417655"
"Input381 to Hidden0 Weight","1.260663"
"Input382 to Hidden0 Weight","0.777281"
"Input383 to Hidden0 Weight","2.244587"
"Input384 to Hidden0 Weight","0.577211"
"Input385 to Hidden0 Weight","0.789716"
"Input386 to Hidden0 Weight","1.940427"
"Input387 to Hidden0 Weight","-0.902060"
"Input388 to Hidden0 Weight","1.087114"
"Input389 to Hidden0 Weight","0.169097"
"Input390 to Hidden0 Weight","-0.582038"
"Input391 to Hidden0 Weight","0.171388"
"Input392 to Hidden0 Weight","-0.699255"
"Input393 to Hidden0 Weight","-3.150265"
"Input394 to Hidden0 Weight","0.158235"
"Input395 to Hidden0 Weight","-0.805751"
"Input396 to Hidden0 Weight","0.269284"
"Input397 to Hidden0 Weight","0.493226"
"Input398 to Hidden0 Weight","2.585720"
"Input399 to Hidden0 Weight","1.792529"
"Input400 to Hidden0 Weight","-0.010091"
"Input401 to Hidden0 Weight","0.635218"
"Input402 to Hidden0 Weight","0.180418"
"Input403 to Hidden0 Weight","-0.771893"
"Input404 to Hidden0 Weight","0.738931"
"Input405 to Hidden0 Weight","0.304118"
"Input406 to Hidden0 Weight","-0.484958"
"Input407 to Hidden0 Weight","0.477774"
"Input408 to Hidden0 Weight","0.785264"
"Input409 to Hidden0 Weight","1.237715"
"Input410 to Hidden0 Weight","0.689524"
"Input411 to Hidden0 Weight","2.082302"
"Input412 to Hidden0 Weight","1.593748"
"Input413 to Hidden0 Weight","1.371164"
"Input414 to Hidden0 Weight","2.301557"
"Input415 to Hidden0 Weight","0.715684"
"Input416 to Hidden0 Weight","-0.828655"
"Input417 to Hidden0 Weight","1.242833"
"Input418 to Hidden0 Weight","-0.845791"
"Input419 to Hidden0 Weight","-1.449590"
"Input420 to Hidden0 Weight","-0.752460"
"Input421 to Hidden0 Weight","1.182375"
"Input422 to Hidden0 Weight","-0.326882"
"Input423 to Hidden0 Weight","0.523606"
"Input424 to Hidden0 Weight","0.923066"
"Input425 to Hidden0 Weight","0.613035"
"Input426 to Hidden0 Weight","-1.057110"
"Input427 to Hidden0 Weight","-0.758141"
"Input428 to Hidden0 Weight","0.705516"
"Input429 to Hidden0 Weight","-0.075735"
"Input430 to Hidden0 Weight","0.209525"
"Input431 to Hidden0 Weight","0.687916"
"Input432 to Hidden0 Weight","-1.265586"
"Input433 to Hidden0 Weight","-0.239035"
"Input434 to Hidden0 Weight","0.282269"
"Input435 to Hidden0 Weight","3.128266"
"Input436 to Hidden0 Weight","1.987592"
"Input437 to Hidden0 Weight","1.243425"
"Input438 to Hidden0 Weight","0.872751"
"Input439 to Hidden0 Weight","0.879975"
"Input440 to Hidden0 Weight","1.467624"
"Input441 to Hidden0 Weight","0.638275"
"Input442 to Hidden0 Weight","-0.704033"
"Input443 to Hidden0 Weight","0.369152"
"Input444 to Hidden0 Weight","0.064954"
"Input445 to Hidden0 Weight","-0.672170"
"Input446 to Hidden0 Weight","0.352708"
"Input447 to Hidden0 Weight","0.318401"
"Input448 to Hidden0 Weight","0.198910"
"Input449 to Hidden0 Weight","0.523409"
"Input450 to Hidden0 Weight","-1.693169"
"Input451 to Hidden0 Weight","-1.610975"
"Input452 to Hidden0 Weight","1.671839"
"Input453 to Hidden0 Weight","-1.382411"
"Input454 to Hidden0 Weight","0.474646"
"Input455 to Hidden0 Weight","1.166054"
"Input456 to Hidden0 Weight","0.790094"
"Input457 to Hidden0 Weight","-0.543146"
"Input458 to Hidden0 Weight","0.552596"
"Input459 to Hidden0 Weight","1.491337"
"Input460 to Hidden0 Weight","-1.298253"
"Input461 to Hidden0 Weight","0.092336"
"Input462 to Hidden0 Weight","-0.427039"
"Input463 to Hidden0 Weight","2.943749"
"Input464 to Hidden0 Weight","1.653021"
"Input465 to Hidden0 Weight","2.710380"
"Input466 to Hidden0 Weight","-0.208156"
"Input467 to Hidden0 Weight","1.537663"
"Input468 to Hidden0 Weight","-0.276790"
"Input469 to Hidden0 Weight","2.784683"
"Input470 to Hidden0 Weight","1.287139"
"Input471 to Hidden0 Weight","0.102486"
"Input472 to Hidden0 Weight","-1.279184"
"Input473 to Hidden0 Weight","0.235281"
"Input474 to Hidden0 Weight","-1.225980"
"Input475 to Hidden0 Weight","-0.386163"
"Input476 to Hidden0 Weight","-0.015952"
"Input477 to Hidden0 Weight","-2.089190"
"Input478 to Hidden0 Weight","1.321523"
"Input479 to Hidden0 Weight","-0.677379"
"Input480 to Hidden0 Weight","0.420436"
"Input481 to Hidden0 Weight","-1.658843"
"Input482 to Hidden0 Weight","0.022235"
"Input483 to Hidden0 Weight","1.770505"
"Input484 to Hidden0 Weight","0.823849"
"Input485 to Hidden0 Weight","0.003127"
"Input486 to Hidden0 Weight","-0.520797"
"Input487 to Hidden0 Weight","0.431299"
"Input488 to Hidden0 Weight","1.233744"
"Input489 to Hidden0 Weight","0.523732"
"Input490 to Hidden0 Weight","0.364345"
"Input491 to Hidden0 Weight","0.976065"
"Input492 to Hidden0 Weight","1.243409"
"Input493 to Hidden0 Weight","0.717932"
"Input494 to Hidden0 Weight","1.932750"
"Input495 to Hidden0 Weight","-0.634876"
"Input496 to Hidden0 Weight","1.142502"
"Input497 to Hidden0 Weight","1.745115"
"Input498 to Hidden0 Weight","0.110299"
"Input499 to Hidden0 Weight","-0.438985"
"Input500 to Hidden0 Weight","0.624811"
"Input501 to Hidden0 Weight","-1.653935"
"Input502 to Hidden0 Weight","-0.028748"
"Input503 to Hidden0 Weight","1.189644"
"Input504 to Hidden0 Weight","-2.170528"
"Input505 to Hidden0 Weight","0.666065"
"Input506 to Hidden0 Weight","-0.583162"
"Input507 to Hidden0 Weight","0.439649"
"Input508 to Hidden0 Weight","-0.759957"
"Input509 to Hidden0 Weight","-1.317209"
"Input510 to Hidden0 Weight","-0.768087"
"Input511 to Hidden0 Weight","-0.479792"
"Input512 to Hidden0 Weight","-1.456150"
"Input513 to Hidden0 Weight","0.871273"
"Input514 to Hidden0 Weight","0.601408"
"Input515 to Hidden0 Weight","0.151396"
"Input516 to Hidden0 Weight","-0.265510"
"Input517 to Hidden0 Weight","0.431712"
"Input518 to Hidden0 Weight","2.006148"
"Input519 to Hidden0 Weight","0.300100"
"Input520 to Hidden0 Weight","0.900175"
"Input521 to Hidden0 Weight","-0.284626"
"Input522 to Hidden0 Weight","0.345989"
"Input523 to Hidden0 Weight","0.063138"
"Input524 to Hidden0 Weight","0.110646"
"Input525 to Hidden0 Weight","1.586238"
"Input526 to Hidden0 Weight","-0.977228"
"Input527 to Hidden0 Weight","-0.172938"
"Input528 to Hidden0 Weight","-1.207039"
"Input529 to Hidden0 Weight","-0.662778"
"Input530 to Hidden0 Weight","0.246402"
"Input531 to Hidden0 Weight","0.137750"
"Input532 to Hidden0 Weight","0.765616"
"Input533 to Hidden0 Weight","1.181279"
"Input534 to Hidden0 Weight","0.363954"
"Input535 to Hidden0 Weight","-0.309522"
"Input536 to Hidden0 Weight","0.077664"
"Input537 to Hidden0 Weight","0.259683"
"Input538 to Hidden0 Weight","-0.750322"
"Input539 to Hidden0 Weight","-0.837382"
"Input540 to Hidden0 Weight","-1.230710"
"Input541 to Hidden0 Weight","-1.151641"
"Input542 to Hidden0 Weight","-1.737238"
"Input543 to Hidden0 Weight","1.946982"
"Input544 to Hidden0 Weight","0.569416"
"Input545 to Hidden0 Weight","-1.599073"
"Input546 to Hidden0 Weight","0.042316"
"Input547 to Hidden0 Weight","0.673679"
"Input548 to Hidden0 Weight","-2.130234"
"Input549 to Hidden0 Weight","-1.163664"
"Input550 to Hidden0 Weight","-0.918971"
"Input551 to Hidden0 Weight","0.309086"
"Input552 to Hidden0 Weight","-0.609201"
"Input553 to Hidden0 Weight","-2.121981"
"Input554 to Hidden0 Weight","-2.600071"
"Input555 to Hidden0 Weight","-0.153998"
"Input556 to Hidden0 Weight","0.127843"
"Input557 to Hidden0 Weight","-0.016469"
"Input558 to Hidden0 Weight","-0.003384"
"Input559 to Hidden0 Weight","0.012673"
"Input560 to Hidden0 Weight","-1.227881"
"Input561 to Hidden0 Weight","1.248607"
"Input562 to Hidden0 Weight","-0.726797"
"Input563 to Hidden0 Weight","0.371505"
"Input564 to Hidden0 Weight","-1.196940"
"Input565 to Hidden0 Weight","-2.020695"
"Input566 to Hidden0 Weight","-0.574320"
"Input567 to Hidden0 Weight","-3.514248"
"Input568 to Hidden0 Weight","-1.619226"
"Input569 to Hidden0 Weight","-0.134254"
"Input570 to Hidden0 Weight","-0.450889"
"Input571 to Hidden0 Weight","0.388438"
"Input572 to Hidden0 Weight","-0.802263"
"Input573 to Hidden0 Weight","-0.993028"
"Input574 to Hidden0 Weight","0.665930"
"Input575 to Hidden0 Weight","-0.036986"
"Input576 to Hidden0 Weight","-0.547134"
"Input577 to Hidden0 Weight","-0.883065"
"Input578 to Hidden0 Weight","-0.070332"
"Input579 to Hidden0 Weight","0.544883"
"Input580 to Hidden0 Weight","-2.384031"
"Input581 to Hidden0 Weight","-2.314714"
"Input582 to Hidden0 Weight","-0.439756"
"Input583 to Hidden0 Weight","-0.514777"
"Input584 to Hidden0 Weight","0.322927"
"Input585 to Hidden0 Weight","-0.228239"
"Input586 to Hidden0 Weight","-1.266375"
"Input587 to Hidden0 Weight","0.227590"
"Input588 to Hidden0 Weight","0.086268"
"Input589 to Hidden0 Weight","-2.303917"
"Input590 to Hidden0 Weight","1.439322"
"Input591 to Hidden0 Weight","0.123226"
"Input592 to Hidden0 Weight","-0.582271"
"Input593 to Hidden0 Weight","-1.201722"
"Input594 to Hidden0 Weight","-2.589270"
"Input595 to Hidden0 Weight","-1.466112"
"Input596 to Hidden0 Weight","-0.893160"
"Input597 to Hidden0 Weight","-2.942167"
"Input598 to Hidden0 Weight","0.125392"
"Input599 to Hidden0 Weight","1.179360"
"Input600 to Hidden0 Weight","1.244381"
"Input601 to Hidden0 Weight","1.072650"
"Input602 to Hidden0 Weight","0.664703"
"Input603 to Hidden0 Weight","-0.985888"
"Input604 to Hidden0 Weight","0.405314"
"Input605 to Hidden0 Weight","-0.615789"
"Input606 to Hidden0 Weight","-2.628325"
"Input607 to Hidden0 Weight","-1.052286"
"Input608 to Hidden0 Weight","-0.512927"
"Input609 to Hidden0 Weight","-0.116134"
"Input610 to Hidden0 Weight","-1.953900"
"Input611 to Hidden0 Weight","1.144323"
"Input612 to Hidden0 Weight","0.304337"
"Input613 to Hidden0 Weight","1.286542"
"Input614 to Hidden0 Weight","0.648173"
"Input615 to Hidden0 Weight","-0.076507"
"Input616 to Hidden0 Weight","2.909860"
"Input617 to Hidden0 Weight","0.163898"
"Input618 to Hidden0 Weight","0.853231"
"Input619 to Hidden0 Weight","0.294236"
"Input620 to Hidden0 Weight","-1.972177"
"Input621 to Hidden0 Weight","-0.521740"
